sample_id,label,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,from_project,type_class,type_innerclass,type_interface
4322752,0,3,22,3,5,6,0,0,9,0,9,0,0,0,9,0,0,0,2,0,0,0,2,0,0,0,0,56,15,0,4,0,0,0,11,14,0,5,1,0,0,0,97,1,0,1,1,0,0
7728455,0,3,19,2,7,0,0,0,16,0,16,0,0,0,16,0,0,0,11,10,0,11,0,0,10,0,27,124,13,0,3,0,2,0,11,50,2,19,1,1,0,0,50,17,0,1,1,0,0
5392183,0,2,3,1,3,0,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,17,0,1,1,0,0
8661442,0,8,6,1,14,3,0,0,3,1,3,0,0,0,4,2,0,0,2,2,1,1,0,0,2,0,4,26,2,1,1,0,0,1,0,7,1,7,1,0,0,0,44,1025,0,1,1,0,0
7188781,0,7,2,3,0,1,,,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,27,9,0,1,0,1,0
3756805,0,10,28,1,18,33,0.2,0.5090909,11,0,11,0,0,0,11,0,0,0,6,1,0,6,0,0,1,0,1,80,10,1,6,0,2,4,1,10,0,9,2,0,0,0,52,1,1,1,1,0,0
8808076,0,5,5,2,8,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,4,5,0,4,1,0,0,0,19,10,0,1,0,1,0
5527964,0,9,11,3,8,21,0,0,7,0,7,0,0,0,7,0,0,0,7,7,7,0,0,0,7,0,1,47,6,0,3,1,0,7,1,8,7,8,2,0,0,0,59,1,0,1,1,0,0
6982100,0,2,1,1,3,0,,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,2,0,1,0,1,0,0,1,0,7,1,0,1,1,0,0
4027396,0,12,3,2,1,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,1,1,0,0
6807935,0,14,52,1,24,270,0,0,28,2,23,4,1,0,24,0,2,0,3,0,0,3,0,0,0,0,5,212,33,0,10,1,16,4,21,46,0,16,2,0,0,0,68,25,0,1,0,1,0
5148417,0,6,19,1,14,14,0,0,12,2,11,1,0,0,11,0,0,0,6,1,0,6,0,0,6,0,2,62,11,2,5,0,2,4,6,7,2,7,2,0,0,0,78,1,0,1,1,0,0
4368175,0,2,5,1,4,1,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23,1,2,2,0,0,0,3,8,0,6,2,0,0,0,25,17,0,1,1,0,0
3985224,0,4,3,2,5,3,0,0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,9,0,1,0,1,0
9138075,0,4,17,1,5,20,0,0,9,0,8,0,1,0,9,0,0,0,9,4,0,9,0,0,3,0,0,51,4,0,5,0,0,7,0,18,1,10,2,0,0,0,58,1,0,1,1,0,0
5088331,0,10,24,1,27,5,0,0,14,1,14,0,0,0,14,0,0,0,9,1,1,8,0,0,9,0,10,106,11,2,3,2,0,14,8,23,0,22,2,0,0,0,91,1,0,1,1,0,0
5598779,0,11,41,1,85,0,0,0,9,1,2,7,0,0,2,0,0,0,8,6,0,8,0,0,8,0,15,205,5,8,18,0,0,6,3,36,2,36,4,6,0,0,100,1,0,1,1,0,0
5175864,0,4,4,2,16,3,0,0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,1,35,2,0,0,1,0,12,3,12,0,10,1,0,0,0,36,1,1,1,1,0,0
5421253,0,1,2,1,0,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1025,0,1,1,0,0
4678251,0,12,18,3,15,0,0,0,15,0,14,1,0,0,14,0,0,0,3,1,0,3,0,0,3,0,0,117,11,0,3,14,1,0,1,17,0,17,1,0,3,0,51,1,0,1,1,0,0
8511088,0,6,5,1,0,10,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,1,0,0,1
9491785,0,5,3,1,1,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,2,1,0,0,0,0,0,1,0,1,1,0,0,0,12,1,0,1,1,0,0
8439567,0,5,4,1,8,0,0,0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,24,2,0,0,1,0,1,0,5,0,5,1,0,0,0,45,1,1,1,1,0,0
3969522,0,15,3,1,6,0,0,0,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,1,27,2,0,0,0,0,3,5,3,0,6,1,1,0,1,21,9,0,1,0,1,0
8904606,0,17,39,3,24,4,0,0,9,0,4,3,2,0,6,0,0,0,17,1,0,1,0,16,1,0,7,158,9,3,14,0,15,1,21,50,17,32,2,0,0,0,179,1,1,1,1,0,0
4154409,0,12,9,2,16,6,0,0,4,3,2,2,0,0,2,0,0,0,1,1,1,0,0,0,1,0,3,51,0,3,1,0,0,1,0,4,0,4,4,0,2,0,39,17,0,1,1,0,0
5902872,0,7,5,5,2,4,0,0,4,0,4,0,0,0,4,0,0,0,2,2,0,1,1,0,2,0,0,19,4,0,0,0,0,1,2,2,2,2,1,0,0,0,52,17,0,1,1,0,0
7482898,0,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0
4290693,0,5,26,1,33,25,0,0,10,0,10,0,0,0,10,0,0,0,16,4,0,16,0,0,2,0,3,115,9,2,13,0,0,12,0,21,0,21,3,0,0,0,66,1,0,1,1,0,0
8966683,0,11,24,2,11,9,0,0,7,0,4,0,0,3,7,1,0,0,3,1,0,2,1,0,2,0,1,99,4,5,7,0,1,0,15,29,0,18,4,0,0,0,63,1025,0,1,1,0,0
9272148,0,2,3,2,1,3,0,0,3,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,4,0,1,0,0,0,0,0,13,1,0,0,1,0,0
5501417,0,16,2,1,17,1,,,2,1,1,1,0,0,1,0,0,0,4,4,0,4,0,0,4,0,4,15,0,0,0,1,0,5,2,6,0,6,1,0,0,0,53,17,0,1,1,0,0
8672725,0,7,26,5,8,3,0,0,10,0,8,0,0,2,10,0,0,0,3,1,0,1,2,0,1,0,8,122,9,0,10,0,4,0,4,16,1,6,1,1,0,0,73,10,0,1,0,1,0
5732518,0,4,41,3,34,86,0,0,16,0,13,3,0,0,13,0,0,0,5,0,0,5,0,0,5,0,0,191,23,1,16,0,5,1,1,38,3,25,2,0,0,0,54,1,0,1,1,0,0
3787706,0,5,2,3,3,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,1,1,1,0,1,1,0,0,0,11,9,0,1,0,1,0
3814315,0,4,39,2,17,3,0.4857143,0.74285716,15,0,15,0,0,0,15,0,0,0,7,0,0,1,6,0,0,0,0,142,22,0,15,0,12,5,8,23,14,10,2,0,0,0,55,1,0,1,1,0,0
7863608,0,7,25,3,25,130,0,0,17,1,3,1,13,0,16,0,2,0,4,3,0,0,4,0,1,0,3,172,6,0,0,0,0,13,3,17,6,17,1,7,0,0,78,1025,0,1,1,0,0
6893505,0,4,36,1,30,34,0,0,12,1,10,2,0,0,10,0,0,0,12,0,0,0,0,12,5,0,13,125,12,4,4,1,1,2,5,27,0,25,5,0,0,3,64,9,0,1,0,1,0
4556966,0,1,3,1,0,3,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,1,0,0,1
8024325,0,14,9,1,18,3,0,0,3,0,1,1,1,0,2,0,0,0,5,1,0,5,0,0,1,0,0,33,1,0,2,1,0,0,0,3,0,7,4,0,0,0,46,1,2,1,1,0,0
4179381,0,14,9,3,20,21,0,0,7,2,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,3,36,4,0,2,0,1,2,0,4,0,4,1,0,0,0,48,1,0,1,1,0,0
3879965,0,10,3,1,18,1,,,2,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,6,16,2,0,0,0,0,2,0,1,0,2,1,0,0,0,29,1,0,1,1,0,0
4191189,0,5,6,1,8,3,0,0,3,0,3,0,0,0,3,0,0,0,1,1,1,0,0,0,1,0,0,26,4,0,1,0,1,3,1,4,1,4,2,0,0,0,55,1,0,1,1,0,0
4936150,0,2,18,1,3,0,0,0,7,1,7,0,0,0,7,0,0,0,2,0,0,2,0,0,2,0,0,60,13,0,9,0,4,3,4,7,5,5,2,0,1,0,22,1,0,1,1,0,0
9243860,0,8,11,2,8,21,0,0,7,0,4,0,1,2,7,0,0,0,2,2,0,2,0,0,1,0,0,32,6,1,2,0,0,1,6,5,0,5,1,0,0,0,38,1,0,0,1,0,0
8811340,0,14,100,3,39,203,0,0,34,0,32,2,0,0,34,0,0,0,9,6,4,5,0,0,6,0,5,440,38,0,22,2,6,20,11,47,3,23,2,0,5,0,147,9,0,1,0,1,0
4210395,0,2,1,1,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,26,0,1,0,1,0
6123342,0,30,21,1,9,210,0,0,21,20,20,1,0,0,20,0,0,0,1,1,0,1,0,0,1,0,5,66,20,0,0,0,0,1,0,1,0,3,0,0,0,2,122,17,0,1,1,0,0
8263546,0,3,1,2,1,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,1,0,0
6522495,0,4,6,4,2,0,0,0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,25,4,0,0,0,0,0,0,3,0,3,0,0,0,0,36,1,0,1,1,0,0
7539523,0,3,4,1,7,0,0,0,4,4,4,0,0,0,4,0,0,0,1,1,0,0,0,1,0,0,7,21,0,0,0,0,0,1,2,0,0,1,0,0,0,0,9,1,0,1,1,0,0
5256995,0,8,6,1,13,4,0,0,4,1,4,0,0,0,4,0,0,0,2,2,0,1,0,1,2,0,3,36,1,0,1,2,0,4,0,6,0,4,3,0,0,0,64,1,2,1,1,0,0
4044534,0,8,5,2,16,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,21,1,2,1,0,0,1,3,7,1,5,2,0,0,0,13,8,0,1,0,1,0
4768247,0,2,1,2,2,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,1,0,1,0
9336399,0,3,6,2,1,10,0,0,5,1,5,0,0,0,5,0,0,0,1,1,0,0,0,1,0,0,0,19,1,0,1,0,0,4,9,2,0,2,0,0,0,0,17,1,0,0,1,0,0
4849963,0,4,5,3,7,0,0,0,4,0,2,0,2,0,4,0,0,0,4,0,0,4,0,0,4,0,1,30,1,0,0,1,0,0,0,6,0,6,1,0,0,0,25,26,0,1,0,1,0
7757709,0,26,22,1,36,0,0,0,4,0,2,2,0,0,2,0,0,0,11,2,0,11,0,0,11,0,8,171,3,2,1,2,1,9,3,29,3,27,3,1,0,0,108,1,2,1,1,0,0
4771698,0,5,6,1,3,1,0,0,6,0,1,0,0,5,6,0,0,0,3,0,0,3,0,0,0,0,0,43,2,0,0,0,0,0,0,3,0,3,0,0,1,0,14,1,0,1,1,0,0
3836401,0,5,7,1,1,10,0,0,5,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,1,0,1,0,3,0,1,1,0,0,0,23,9,0,1,0,1,0
7386253,0,2,9,1,8,0,0,0,9,0,9,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,30,8,0,0,0,0,0,0,1,0,1,0,0,0,0,16,10,0,1,0,1,0
4828331,0,4,3,3,2,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,1,1,0,0
8435822,0,15,9,2,23,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,66,1,0,2,2,0,1,0,12,0,8,3,1,0,0,46,4,1,1,0,1,0
7655847,0,15,19,1,22,76,0,0,17,0,4,2,11,0,15,0,0,0,2,0,0,2,0,0,1,0,4,89,10,0,1,1,0,2,0,16,0,12,1,0,0,0,238,1025,0,1,1,0,0
9457050,0,7,26,1,16,55,0,0,11,11,11,0,0,0,11,0,0,0,1,1,1,0,0,0,1,0,6,84,10,1,3,1,0,21,6,9,11,7,1,0,0,0,194,17,3,1,1,0,0
8428144,0,4,67,1,27,45,0,0,10,9,9,1,0,0,9,0,0,0,1,1,0,1,0,0,1,0,19,160,21,2,22,0,2,19,25,31,6,20,4,0,0,0,140,17,0,1,1,0,0
8905404,0,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,1,0,1,0
4435794,0,7,6,2,2,6,0,0,4,0,4,0,0,0,4,1,0,0,1,1,0,0,1,0,1,0,0,23,3,0,0,0,0,3,0,1,2,1,1,0,0,0,153,1025,0,1,1,0,0
8955314,0,5,7,2,14,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,3,0,0,0,1,2,0,1,3,0,0,0,31,10,0,1,0,1,0
5882175,0,34,36,2,49,0,0,0,14,0,13,1,0,0,13,0,0,0,7,3,2,2,0,3,3,0,2,179,16,0,8,1,0,78,1,43,4,38,3,0,0,0,132,1,2,1,1,0,0
8956394,0,2,4,1,8,1,-1,-1,2,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,14,1,0,1,0,1,3,2,2,3,2,1,0,0,0,37,26,1,1,0,1,0
8691119,0,6,6,2,4,15,0,0,6,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,1,0,1,0
7895531,0,13,60,1,30,169,0,0,27,1,24,3,0,0,25,0,0,0,7,6,2,5,0,0,6,0,5,313,24,1,12,2,6,13,11,25,4,15,2,0,5,0,146,1,0,1,1,0,0
8760558,0,9,5,2,7,3,0,0,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,0,0,1,27,4,0,1,0,0,0,8,7,2,6,1,0,0,0,104,0,0,1,1,0,0
4456492,0,23,15,5,34,6,-1,-1,4,4,0,4,0,0,0,0,0,0,3,3,3,0,0,0,3,0,12,162,4,7,3,0,0,3,0,28,0,27,2,0,4,0,131,1,0,1,1,0,0
4994693,0,9,5,1,16,0,0,0,3,0,3,0,0,0,3,0,0,0,5,0,0,4,1,0,3,0,0,32,3,0,1,1,0,11,0,6,0,6,1,0,0,0,47,1,3,1,1,0,0
7659271,0,3,23,1,8,0,0,0,8,0,8,0,0,0,8,0,0,0,6,0,0,6,0,0,3,0,1,62,13,0,9,0,6,2,13,15,13,9,2,0,0,0,105,1,0,1,1,0,0
9177949,0,12,6,4,10,4,0,0,4,0,3,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,3,24,3,0,1,0,0,0,0,4,0,3,1,0,0,0,59,0,0,1,1,0,0
8457240,0,1,59,1,47,62,0,0,20,2,8,12,0,0,8,0,0,0,15,4,0,15,0,0,4,0,19,242,16,2,13,3,2,7,12,48,1,27,3,1,0,0,102,17,0,1,1,0,0
5735198,0,36,54,2,45,13,0,0,7,2,2,1,4,0,6,0,0,0,7,2,2,0,5,0,0,0,22,136,4,7,15,0,8,17,8,55,8,44,3,0,0,0,140,1,0,1,1,0,0
3804138,0,3,9,1,6,0,0,0,3,0,3,0,0,0,3,0,0,0,3,1,0,1,0,2,1,0,0,52,2,1,0,2,0,3,6,12,1,4,2,0,0,0,39,1,2,1,1,0,0
5146683,0,39,61,2,58,294,0,0,25,9,11,2,12,0,23,0,0,0,4,4,1,3,0,0,3,0,13,283,29,1,13,4,2,65,23,75,22,52,4,0,0,0,213,1,6,1,1,0,0
5710974,0,4,14,1,31,1,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,113,0,12,0,0,0,0,12,29,6,26,4,0,0,0,41,10,0,1,0,1,0
8582752,0,2,6,1,0,15,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,1,0,0,1
3873715,0,5,8,1,1,10,0,0,5,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,1,0,1,0,4,0,1,1,0,0,0,25,9,0,1,0,1,0
6470076,0,16,102,1,56,0,,,9,0,0,8,0,1,1,0,0,0,5,0,0,0,0,5,0,0,15,379,35,6,44,11,15,79,46,98,33,47,5,0,0,0,184,0,0,1,0,1,0
9342531,0,4,10,1,4,0,0.52380955,0.71428573,7,0,6,0,1,0,7,1,0,0,3,0,0,3,0,0,0,0,0,39,0,1,0,0,0,2,0,7,0,4,2,0,0,0,28,1025,0,0,1,0,0
9096815,0,19,55,3,33,0,0,0,10,2,2,8,0,0,2,0,0,0,17,1,0,17,0,0,13,0,10,282,22,8,13,0,0,0,29,70,7,57,5,0,1,0,122,16,0,1,1,0,0
8109341,0,6,8,2,4,28,0,0,8,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,8,0,0,34,8,0,0,0,0,1,7,8,0,8,0,0,0,0,22,1,0,1,0,1,0
4292651,0,1,2,5,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,1,0,0,10,1,0,0,0,0,0,1,2,0,2,0,0,0,0,47,1,0,1,1,0,0
8541418,0,16,8,3,17,21,0,0,7,0,6,1,0,0,6,0,0,0,3,1,1,2,0,0,1,0,3,38,5,0,1,0,0,8,0,4,4,6,1,0,0,0,51,17,0,1,1,0,0
5214839,0,11,13,1,17,6,0,0,5,0,4,1,0,0,4,0,0,0,3,2,1,2,0,0,1,0,1,50,2,1,3,1,0,8,0,10,4,10,2,0,0,0,73,1,2,1,1,0,0
6171226,0,2,1,1,5,0,,,1,0,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,1,12,1,0,0,0,0,5,0,3,1,3,0,0,0,0,24,1,0,1,1,0,0
7619400,0,18,5,2,14,0,0,0,4,0,1,2,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,42,1,0,1,0,0,4,0,9,0,8,1,0,1,0,54,0,0,1,1,0,0
8746908,0,4,2,3,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0,1,1,0,0
3721456,0,8,12,3,30,0,1,1,4,0,1,2,0,1,2,0,0,0,2,0,0,2,0,0,2,0,2,62,2,3,2,0,1,6,4,18,1,15,2,0,0,0,58,9,0,1,0,1,0
7934496,0,2,2,3,2,1,0,0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,67,1,0,1,1,0,0
5786929,0,47,144,7,149,229,0,0,34,1,5,27,0,2,7,0,0,0,50,11,0,34,1,15,35,0,14,996,31,10,44,10,31,62,88,189,78,139,6,1,7,0,273,1,16,1,1,0,0
4074246,0,2,1,2,0,0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,14,9,0,1,0,1,0
6611503,0,12,74,2,42,239,0,0,27,0,20,5,0,2,22,0,0,0,10,7,0,3,0,7,10,0,11,332,38,7,12,0,6,28,23,31,9,33,3,0,2,5,207,1,0,1,1,0,0
4003009,0,6,8,1,5,0,0,0,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,33,5,0,5,0,1,1,3,5,0,4,1,0,0,0,33,4,0,1,0,1,0
6099482,0,2,14,1,12,0,0,0,13,0,13,0,0,0,13,0,0,0,1,0,0,0,1,0,0,0,0,43,13,0,1,0,1,0,0,1,0,1,1,0,0,0,32,1,0,1,1,0,0
6204790,0,119,6,1,40,1,0,0,2,0,2,0,0,0,2,0,0,0,147,34,34,113,0,0,34,0,2,501,0,1,0,0,0,90,1,63,1,176,2,1,1,0,286,1,0,1,1,0,0
5245618,0,6,29,1,9,105,0,0,15,1,15,0,0,0,15,0,2,0,1,1,0,1,0,0,1,0,0,65,17,0,11,0,1,7,1,1,1,1,2,0,0,0,54,17,0,1,1,0,0
6800794,0,14,59,2,21,71,0,0,18,0,7,1,1,9,17,0,0,0,4,1,0,1,0,3,3,0,2,158,22,6,28,0,2,1,2,37,2,25,3,0,0,0,130,16,0,1,1,0,0
8618083,0,9,8,3,4,7,0,0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,1,30,5,0,0,0,0,2,0,3,1,3,1,0,0,0,29,1,0,1,1,0,0
5180625,0,34,10,2,55,2,0,0,4,0,1,1,2,0,3,0,0,0,9,6,5,3,1,0,6,0,17,167,2,4,2,1,0,22,4,48,1,47,4,2,1,0,112,1,3,1,1,0,0
7527099,0,6,3,2,5,3,0,0,3,1,1,1,1,0,2,0,1,0,1,1,0,1,0,0,1,0,0,15,2,0,0,0,0,0,0,4,0,4,0,0,0,0,27,1,0,1,1,0,0
9491780,0,12,6,1,14,0,0,0,4,0,4,0,0,0,4,0,0,0,17,14,3,14,0,0,14,0,4,43,2,0,1,0,1,16,1,24,1,24,1,0,0,0,100,1,0,1,1,0,0
4993965,0,25,15,1,65,13,0,0,6,2,3,2,0,1,4,0,0,0,5,0,0,5,0,0,5,0,6,62,5,3,4,0,0,2,5,17,1,16,3,0,0,0,61,17,0,1,1,0,0
5052657,0,3,4,2,4,1,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,1,0,0,0,0,1,0,3,1,0,0,1,20,1,1,1,1,0,0
7168351,0,1,6,1,0,9,0,0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,23,3,0,0,0,0,0,0,3,0,3,0,0,0,0,12,1,0,1,1,0,0
7228058,0,11,11,3,6,0,0,0,5,0,2,0,0,3,5,0,0,0,3,0,0,0,0,3,3,0,5,191,5,1,5,0,1,4,9,18,3,10,3,0,2,0,44,16,0,1,1,0,0
5345695,0,0,3,1,1,1,0,0,2,0,1,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,12,1,0,0,0,0,4,0,1,0,1,0,0,0,0,18,26,0,1,0,1,0
4747481,0,3,7,4,3,0,0,0,5,0,4,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,26,5,0,1,0,3,0,4,6,3,4,1,0,0,0,52,10,0,1,0,1,0
8783458,0,8,5,1,7,0,0,0,4,0,4,0,0,0,4,0,0,0,3,2,0,3,0,0,3,0,4,22,1,0,0,1,0,0,0,3,0,3,1,0,0,0,51,1,0,1,1,0,0
4283097,0,4,4,3,1,0,0,0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,1,0,0,18,1,0,0,1,0,0,0,2,0,2,1,0,0,0,16,10,0,1,0,1,0
5308925,0,3,1,1,1,0,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,153,0,0,0,0,0,0,0,1,0,1,0,0,6,0,31,1,0,1,0,0,1
4034686,0,45,190,1,258,623,0,0,39,38,10,27,0,2,13,0,0,2,12,12,0,10,0,2,12,0,92,953,41,37,28,9,16,91,45,146,17,128,6,2,14,6,564,1,4,1,1,0,0
6173419,0,8,3,3,4,1,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,15,0,0,0,0,0,2,0,2,0,2,0,0,0,0,23,1,0,1,1,0,0
9095202,0,11,5,6,11,3,0,0,3,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,24,3,1,0,0,2,0,6,8,2,6,1,0,0,0,17,1025,0,1,1,0,0
7461973,0,2,1,1,0,0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,1
4106292,0,2,4,1,3,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,17,1,1,0,0,0,0,0,3,0,2,2,0,0,0,15,1,0,1,1,0,0
8043430,0,6,11,1,12,0,0,0,4,0,2,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,2,41,4,3,0,0,0,0,0,4,0,4,4,0,0,0,23,1,0,1,1,0,0
5097365,0,4,4,2,1,6,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,10,0,0,0,0,0,0,0,0,78,1,0,1,1,0,0
5041383,0,9,20,1,17,0,0,0,18,0,18,0,0,0,18,0,0,0,4,0,0,4,0,0,0,0,4,62,1,0,1,0,0,6,0,16,1,6,1,0,0,0,44,1,1,1,1,0,0
8919646,0,9,5,1,1,10,0,0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,1,0,1,0,1,0,1,0,0,23,9,0,1,0,1,0
4175432,0,0,7,3,3,6,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,1,0,1,2,0,0,0,31,1,0,1,1,0,0
7681481,0,11,38,1,43,36,0,0,9,0,2,7,0,0,2,0,0,0,1,1,0,1,0,0,1,0,19,160,9,6,7,0,0,58,13,35,17,30,4,2,1,0,68,1,2,1,1,0,0
8258895,0,1,6,1,7,15,0,0,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,0,0,21,10,0,1,0,1,0
8978193,0,2,12,1,2,16,0,0,8,3,7,0,1,0,8,4,4,0,1,1,1,0,0,0,1,0,0,94,4,1,0,0,0,3,1,2,2,2,1,3,0,0,158,1025,0,1,1,0,0
8799964,0,2,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,1,0,1,0
5702079,0,12,53,1,26,168,0,0,25,1,22,3,0,0,23,0,0,0,6,5,1,5,0,0,5,0,5,265,21,0,9,2,4,7,10,23,4,13,2,0,5,0,127,9,0,1,0,1,0
8387546,0,2,11,1,3,0,0,0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,41,2,0,5,0,0,0,0,11,0,4,2,0,0,0,28,1,0,1,1,0,0
